Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,id,Comments,INDEX
6.0,0.284890312,10.0,-5.364,0.32,1.52273304E-4,0.0,0.169112377,0.187,146.157,202235.0,1.3480893E7,235442.0,3.3149726E7,9302,,9302
1.0,0.376367048,3.0,-5.112,0.392,9.52763904E-4,,0.001601613,0.392,91.762,,1.9475736E7,355266.0,4.022708E7,9303,28820.0,9303
3.0,0.128024064,9.0,-8.423,0.05,0.044738875,0.0,0.636056,0.428,90.899,225381.0,3.2519868E7,444003.0,1.4532274E7,9304,,9304
5.0,0.2117087359999999,9.0,-6.969,0.0278,0.0251537569999999,3.67E-5,,0.644,110.055,264507.0,4.7006831E7,408128.0,3.9707841E7,9305,9401.0,9305
5.0,0.058863869,5.0,-10.35,0.0336,0.131872229,7.8E-6,0.001092727,0.436,134.976,313533.0,1.7420108E7,90421.0,2.419131E7,9306,3611.0,9306
4.0,0.152273304,9.0,-8.007,0.0428,0.057066625,,0.674526133,0.364,91.082,,7405341.0,,2832857.0,9307,1410.0,9307
4.0,0.136590875,,-9.019,0.0453,,1.37E-4,0.001331,0.657,109.891,216000.0,5.4534568E7,409342.0,1.39104E7,9308,,9308
1.0,0.159220088,5.0,-7.645,0.0575,0.0679173119999999,0.0,0.002048383,0.652,109.973,214766.0,5185929.0,39904.0,7667723.0,9309,1510.0,9309
3.0,0.160989184,,-6.555,0.0507,0.126506008,,2.348851129999E-4,0.375,129.869,274989.0,,65226.0,,9310,1225.0,9310
1.0,0.063521199,1.0,-7.983,0.0327,0.449455096,1.12E-6,0.0010612079999999,0.337,169.749,218611.0,1.2034655E7,93334.0,9880221.0,9311,,9311
3.0,,7.0,-7.5,0.0402,0.0410636249999999,0.0,,0.481,101.005,340907.0,176059.0,2749.0,5572721.0,9312,42.0,9312
9.0,0.070444997,,-7.399,0.182,0.002299968,0.0,0.037259704,,115.035,,3.3596678E7,,1.31175956E8,9313,15866.0,9313
1.0,0.092959677,0.0,-8.864,0.059,3.3698267000000005E-5,,0.0033079489999999,0.17,,200338.0,4.4450574E7,447781.0,7.6470991E7,9314,12852.0,9314
5.0,0.304821217,,-10.72,0.0918,2.7543608000000004E-5,8.68E-4,0.010503459,0.644,167.978,262587.0,2.9234662E7,236267.0,4.1475312E7,9315,13754.0,9315
5.0,0.0246421709999999,8.0,-7.843,0.0897,,3.89E-6,7.91453125E-4,,100.961,240426.0,1.5717635E7,240903.0,3.9871878E7,9316,17191.0,9316
7.0,,7.0,-5.674,0.0498,4.019679000000001E-6,8.41E-5,0.0091293289999999,0.375,130.028,217679.0,6.7493121E7,571379.0,4.8818137E7,9317,17996.0,9317
5.0,,8.0,-8.096,0.0339,,0.00649,0.100544625,0.34,123.883,280080.0,2.1752207E7,,3.8179842E7,9318,6839.0,9318
5.0,0.721734273,,-4.938,0.114,6.22835864E-4,2.72E-6,6.8417929E-5,0.701,120.064,212293.0,2794697.0,31159.0,4975993.0,9319,0.0,9319
9.0,0.0811827369999999,0.0,-8.139,0.0676,,8.19E-6,0.0018608669999999,,106.028,310480.0,2.7487633E7,257908.0,2.4707996E7,9320,15747.0,9320
7.0,0.315821241,8.0,,0.0405,8.5766121E-5,2.45E-4,,0.446,106.017,,1622289.0,38582.0,,9321,1206.0,9321
9.0,0.242970624,10.0,-6.306,0.325,,0.0,0.001601613,0.26,101.96,190288.0,,,2.5649702E7,9322,,9322
2.0,0.640503928,,-6.02,0.0589,3.0664297000000006E-11,0.00941,0.0436142079999999,0.47,128.034,192294.0,,267286.0,2.85532299E8,9323,6736.0,9323
4.0,0.6494618959999999,1.0,-5.619,0.106,8.998911999999997E-6,2.24E-4,1.051540479999E-4,0.461,,146782.0,87250.0,1545.0,1347876.0,9324,72.0,9324
5.0,0.702595369,10.0,-5.276,0.127,1.07850176E-4,0.0336,0.0138239999999999,0.511,,151181.0,458404.0,6880.0,5.1849445E7,9325,96.0,9325
4.0,0.946966168,6.0,-2.984,0.0496,,,0.020570824,0.175,128.122,162187.0,367060.0,6140.0,4.4276773E7,9326,126.0,9326
5.0,0.6119600489999999,0.0,-5.433,0.092,,6.1E-5,0.009938375,0.459,124.92,150320.0,57075.0,1143.0,577263.0,9327,14.0,9327
4.0,0.7241507920000001,2.0,-5.577,0.0418,4.330746999999999E-9,4.07E-5,0.653972032,0.126,134.911,162222.0,132736.0,,929862.0,9328,31.0,9328
4.0,0.5120000000000001,10.0,-6.696,0.0493,2.60917119E-7,1.18E-4,0.054010152,0.502,130.015,144462.0,99982.0,1919.0,2844198.0,9329,82.0,9329
4.0,0.5473434319999999,1.0,-6.284,0.0553,6.228358640000002E-7,0.0,0.018191447,,123.823,142984.0,57025.0,1444.0,1291752.0,9330,121.0,9330
2.0,,2.0,-5.551,0.0803,4.49455096E-7,1.73E-5,0.001367631,0.342,140.161,148714.0,45356.0,1861.0,272660.0,9331,8.0,9331
5.0,0.5948233209999999,7.0,-5.0,,1.6003008E-8,4.37E-4,8.33237621E-4,0.236,119.986,158250.0,,4380.0,1720239.0,9332,2.0,9332
2.0,,,-7.552,0.0683,0.101194696,0.00359,,0.359,128.968,275547.0,1.56242664E8,862993.0,1.53374301E8,9333,20719.0,9333
4.0,0.089915392,1.0,-8.525,0.0342,0.001295029,0.00105,0.0018608669999999,0.0727,140.97,242001.0,8.4094705E7,543338.0,,9334,9919.0,9334
7.0,0.743677416,0.0,-5.028,0.0477,5.268023999999998E-6,0.0,,0.562,135.96,314280.0,2.07747918E8,1376812.0,9.5609341E7,9335,49206.0,9335
8.0,,10.0,-7.128,0.145,1.7373979E-5,0.0,8.46590536E-4,0.335,131.997,227573.0,6.3941151E7,299460.0,5.938854E7,9336,16866.0,9336
9.0,0.304821217,2.0,-8.91,0.109,9.85074875E-4,0.0,0.001092727,0.123,120.157,228160.0,6.7842177E7,409828.0,,9337,24080.0,9337
9.0,0.2192562269999999,2.0,-8.115,0.109,,1.43E-6,,0.359,,318640.0,7114196.0,93023.0,,9338,3020.0,9338
9.0,0.523606616,2.0,,0.0862,6.88465387E-4,3.43E-6,0.003869893,0.13,123.115,198413.0,,,2.7667775E7,9339,4357.0,9339
7.0,0.428661064,9.0,-5.061,0.133,0.006434856,0.0,0.001331,0.353,82.986,,6.2459397E7,307490.0,4.5572299E7,9340,6555.0,9340
9.0,,9.0,-5.792,0.0679,0.003581577,0.0,0.0490278959999999,0.0485,120.001,262173.0,3.0729712E7,,1.7152178E7,9341,5281.0,9341
9.0,,7.0,-3.892,0.162,0.3415320989999999,2.02E-4,0.0055452329999999,0.418,119.989,294027.0,7762.0,169.0,3.3818056E7,9342,5.0,9342
1.0,0.5863762529999998,3.0,-8.126,0.449,3.08915776E-7,,0.001601613,,124.913,216893.0,2.64012406E8,1725961.0,,9343,112252.0,9343
5.0,0.6033511249999999,4.0,-6.115,0.0461,0.005929741,0.0,0.019034163,0.357,96.005,211253.0,7.7766753E7,646909.0,1.8220708E8,9344,,9344
6.0,0.5197184640000001,9.0,-6.592,,2.4137569000000012E-8,0.0,8.546703489999E-4,0.522,128.007,237107.0,7.3727401E7,,1.03180456E8,9345,28790.0,9345
7.0,,6.0,,0.117,0.0017279999999999,0.0,0.012812904,,123.888,195960.0,1.38537659E8,778605.0,,9346,27950.0,9346
5.0,0.5373677969999998,,-5.947,,0.002685619,1.27E-6,,,,190345.0,4.4685445E7,739551.0,4.8153377E7,9347,25644.0,9347
8.0,0.5927039999999999,7.0,-5.792,0.255,1.19095488E-10,0.00381,2.708400229999E-4,0.517,,186000.0,4710299.0,55882.0,2.1000657E7,9348,3158.0,9348
5.0,0.1851929999999999,0.0,-12.284,0.15,5.9297410000000015E-6,0.0189,0.456533,0.611,144.985,211862.0,4091149.0,62558.0,6858800.0,9349,579.0,9349
5.0,0.367061696,6.0,-4.332,0.0678,1.1576250000000002E-6,1.7E-5,0.001815848,0.544,142.066,219867.0,1.5840782E7,130805.0,3.125669E7,9350,,9350
8.0,0.3858283519999999,10.0,-6.815,0.058,,1.79E-5,0.0029859839999999,0.776,119.981,234373.0,2.1045964E7,76104.0,,9351,4579.0,9351
6.0,0.153130375,8.0,-8.537,0.357,0.030959144,0.0,6.076454229999E-4,0.569,120.105,576702.0,5.8805157E7,725028.0,,9352,13521.0,9352
7.0,0.3639943439999999,9.0,-2.436,0.219,0.0031121359999999,0.0,7.1473375E-5,,112.985,250588.0,,803711.0,3.1545318E7,9353,9453.0,9353
8.0,0.303464448,7.0,-2.2,0.333,0.298077632,1.79E-6,6.09800192E-4,0.531,88.119,207273.0,,221800.0,,9354,1845.0,9354
9.0,0.1921000329999999,3.0,-5.853,0.207,0.0129778749999999,0.0,4.26957777E-4,0.564,129.944,225067.0,3.0613516E7,341876.0,1.5450532E7,9355,4889.0,9355
3.0,0.2383279999999999,1.0,-4.036,0.262,0.1038229999999999,0.0,7.145169839999E-4,0.546,199.808,240600.0,,473506.0,1.1062085E7,9356,4944.0,9356
8.0,,6.0,-3.148,0.301,8.546703489999E-4,1.08E-6,0.0012250429999999,0.712,85.117,223059.0,8.9665486E7,817755.0,1.8984863E7,9357,8983.0,9357
8.0,0.3518958159999999,,-3.844,,7.5151448E-5,0.0,0.016777216,0.621,120.011,,4.4847793E7,560753.0,,9358,17684.0,9358
7.0,0.3504026249999999,7.0,-2.259,0.296,0.001442897,0.0,3.48913664E-4,0.26,86.554,177231.0,4.8008966E7,766290.0,2.6221054E7,9359,,9359
9.0,0.263374721,3.0,-2.875,0.308,8.174003749999E-4,0.0,1.67284151E-4,0.678,129.987,303769.0,4.230087E7,770050.0,,9360,10061.0,9360
2.0,0.125,10.0,-8.253,0.026,3.4328125E-5,3.78E-6,0.001295029,0.177,,238493.0,4.8256358E7,315445.0,1.18886569E8,9361,9885.0,9361
3.0,0.322828856,,-6.635,,,,6.837978409999E-4,,,,287154.0,4793.0,1.5856821E7,9362,284.0,9362
5.0,0.295408296,0.0,-7.775,0.0636,0.019902511,0.0,0.001367631,0.372,98.384,213733.0,1571379.0,27519.0,3.8305686E7,9363,1187.0,9363
3.0,0.0091293289999999,3.0,-8.922,0.0317,0.379503424,3.99E-5,,0.402,109.024,,532978.0,7098.0,4.7827214E7,9364,18.0,9364
4.0,,10.0,-10.031,0.0294,,0.0,0.002685619,0.414,91.626,,295422.0,4014.0,9755287.0,9365,168.0,9365
3.0,0.177504328,10.0,-5.674,0.0325,0.008365427,9.48E-6,,0.428,,209907.0,1049244.0,,2.7346425E7,9366,330.0,9366
0.0,0.008741816,0.0,,0.0365,0.472729139,2.1E-4,8.81974079E-4,0.202,139.056,259559.0,,95460.0,3.9229037E7,9367,2201.0,9367
0.0,0.1931005519999999,7.0,-5.477,0.0404,0.034965783,1.5E-4,0.008741816,0.227,75.367,,9198502.0,,3.980954E7,9368,5294.0,9368
3.0,0.1038229999999999,8.0,-6.604,0.0548,0.456533,2.6E-6,0.0011910159999999,,95.598,212480.0,1439189.0,13905.0,,9369,770.0,9369
5.0,0.461889917,10.0,-4.798,0.0457,0.011852352,7.41E-6,9.183300479999E-4,0.435,105.946,248240.0,,,1.6051935E7,9370,22.0,9370
0.0,0.5656092829999999,2.0,-4.971,0.0321,5.842770559999E-4,2.87E-4,0.010503459,0.477,,,4.7653403E7,209282.0,7.3176779E7,9371,20324.0,9371
0.0,,9.0,-6.506,,0.010360232,,0.028652616,0.499,123.346,200227.0,1.3251791E7,50742.0,3.9801213E7,9372,4331.0,9372
2.0,0.1851929999999999,5.0,-6.677,0.028,0.037933056,,0.001520875,0.392,150.062,247947.0,1.6793031E7,76397.0,1.8669772E7,9373,5741.0,9373
2.0,0.6562349089999999,3.0,,0.0365,0.006751269,3.37E-4,8.385618069999E-4,0.799,141.836,188040.0,6010000.0,49477.0,2.0383272E7,9374,,9374
3.0,0.1176489999999999,2.0,,0.0286,0.618470208,2.85E-5,0.064964808,0.194,124.986,240267.0,3.5156443E7,164305.0,2.5236994E7,9375,14830.0,9375
4.0,,8.0,,0.0252,0.368601813,,0.001295029,0.273,147.928,249947.0,2.1893629E7,116166.0,1.4135602E7,9376,,9376
1.0,0.0141724879999999,3.0,-9.474,0.0312,0.8792179119999999,,9.38313739E-4,0.381,,252307.0,1.2886128E7,72181.0,,9377,,9377
4.0,0.0061284869999999,2.0,-12.603,0.0268,0.926859375,,0.002097152,0.45,77.977,201280.0,5032816.0,37493.0,9335904.0,9378,2826.0,9378
1.0,0.6119600489999999,3.0,-5.133,0.03,0.051895117,1.32E-4,0.0011248639999999,0.69,,,2207008.0,15452.0,4988052.0,9379,2108.0,9379
4.0,0.1183707709999999,5.0,-8.797,,0.451217663,0.0,9.49862087E-4,0.356,119.928,165976.0,,1847.0,1980391.0,9380,154.0,9380
4.0,0.089915392,8.0,-6.312,0.0232,0.004330747,0.0,0.0011910159999999,0.168,95.05,263400.0,3.361086287E9,1.903301E7,,9381,486143.0,9381
8.0,0.7121219570000001,,-3.745,0.0347,9.1733851E-5,2.79E-5,0.0490278959999999,0.537,,,4.76163563E8,4193306.0,1.401517917E9,9382,149738.0,9382
8.0,0.633839779,2.0,-2.724,,0.022188041,0.0,7.6225024E-5,0.822,141.02,207853.0,2.59267738E8,,,9383,,9383
9.0,0.277167808,1.0,-3.183,0.0802,0.1961229409999999,0.0,8.06954491E-4,0.931,95.977,233713.0,,3.104778E7,3.362005201E9,9384,,9384
4.0,0.054439939,4.0,-10.48,0.0476,0.2236485429999999,4.64E-4,9.585852559999E-4,0.201,107.989,258987.0,1.26561791E9,6645829.0,2.067689483E9,9385,170389.0,9385
3.0,0.618470208,2.0,-1.248,0.0397,1.48035889E-4,0.0,0.004173281,0.501,,209027.0,2.4283273E7,561172.0,9.2498982E7,9386,,9386
8.0,,2.0,-6.061,,0.1064964239999999,0.0,0.0062295039999999,0.591,78.998,281560.0,3.547155867E9,1.434373E7,2.154334378E9,9387,362545.0,9387
7.0,0.3386088729999999,8.0,-6.377,0.0401,0.0060285679999999,0.0,0.036926037,0.956,94.996,206071.0,1.40993773E8,,6.19247782E8,9388,37567.0,9388
9.0,0.1099022389999999,9.0,-7.779,0.165,0.004173281,1.57E-4,,0.717,104.059,,8.0086629E7,,1.197304E8,9389,16591.0,9389
2.0,0.057066625,0.0,-7.355,0.0288,,0.0,0.002460375,0.236,89.792,,3.9715425E8,3012544.0,1.16090613E9,9390,,9390
6.0,0.315821241,0.0,-4.325,0.0668,2.52435968E-4,5.15E-6,3.3386248E-5,,117.999,200455.0,1.54519342E8,4625162.0,2.83884907E8,9391,,9391
8.0,0.300763,,-3.912,0.0452,1.092727E-6,0.0,,0.595,127.99,,1.01543042E8,1781577.0,6.1866234E8,9392,70898.0,9392
5.0,0.3400683919999999,10.0,-4.667,0.042,1.4049279999999992E-9,1.15E-4,6.95506456E-4,0.47,96.021,202067.0,9.04315365E8,4160811.0,1.106518603E9,9393,436643.0,9393
2.0,0.075151448,5.0,,0.0342,0.0674191429999999,0.0,0.0012250429999999,0.349,119.964,,,,6.91252064E8,9394,1090717.0,9394
5.0,0.264609288,5.0,-4.035,,9.44076141E-4,0.0,0.001,0.494,121.981,196453.0,,1018264.0,3.04294243E8,9395,30696.0,9395
6.0,0.5216601250000001,4.0,,0.0345,4.1732810000000014E-9,0.00177,0.015438249,0.232,109.976,223280.0,1.90171361E8,1912799.0,5.12982568E8,9396,106047.0,9396
4.0,0.5005661840000001,7.0,-5.844,0.0671,9.615048030000002E-7,1.36E-6,0.0730346319999999,0.244,114.066,217099.0,3.22683243E8,,7.13211866E8,9397,94493.0,9397
4.0,0.240641848,1.0,-5.794,0.0334,,0.0,0.050653,0.484,,231240.0,,4578702.0,7.80532094E8,9398,855247.0,9398
3.0,0.476379541,8.0,-6.406,0.0555,4.51217663E-4,2.64E-5,5.373677969999E-4,0.343,139.934,231907.0,,3864034.0,6.98790385E8,9399,165509.0,9399
5.0,0.1031617089999999,0.0,-6.257,,0.0051777169999999,,8.73722816E-4,,,161385.0,,412163.0,,9400,15211.0,9400
6.0,,10.0,-7.503,0.0815,0.0502434089999999,1.03E-6,2.73359449E-4,0.283,80.025,229526.0,5.773797147E9,4.0147618E7,1.521254554E9,9401,2127345.0,9401
3.0,,0.0,-6.685,0.206,7.21734273E-4,0.0,0.001367631,0.551,94.505,207347.0,7.2660445E8,5635392.0,1.138123751E9,9402,149004.0,9402
2.0,0.4855876560000001,9.0,-4.378,0.317,0.016581375,0.0,0.274625,0.739,,243491.0,7.88319057E8,6142558.0,1.004661276E9,9403,,9403
6.0,0.5800937039999998,2.0,-4.524,0.0675,2.69586136E-4,0.0,0.019902511,,,,3.39187553E8,1949321.0,4.94993786E8,9404,160330.0,9404
8.0,0.465484375,10.0,-4.767,0.108,0.021253933,,,0.806,,234334.0,7305521.0,39964.0,2.30458933E8,9405,1530.0,9405
3.0,,1.0,-4.586,0.402,1.61878625E-4,0.0,1.43877824E-4,,171.999,227907.0,2.46860678E8,,,9406,30502.0,9406
9.0,0.1085313329999999,9.0,-7.379,,0.0289344429999999,,,0.552,127.023,226743.0,8.4681466E7,,3.12193061E8,9407,13480.0,9407
4.0,0.248858189,6.0,-4.829,0.0485,0.0016430319999999,0.0,0.0010612079999999,0.3,,249288.0,1.38666796E8,767474.0,2.25241665E8,9408,20340.0,9408
4.0,0.5413433749999998,6.0,-5.668,0.0755,1.3676310000000005E-6,0.0,0.0052680239999999,0.459,165.015,206567.0,,1460377.0,1.54311299E8,9409,37675.0,9409
5.0,0.3594254309999999,9.0,-6.454,0.0623,0.001295029,0.0,,0.769,160.048,,1.80151468E8,,1.84905162E8,9410,38465.0,9410
8.0,0.640503928,9.0,-3.24,0.11,5.065299999999999E-5,2.19E-5,5.39353144E-4,0.592,123.994,214847.0,8.64856288E8,5305116.0,1.719434482E9,9411,101347.0,9411
4.0,0.7965979830000001,9.0,-2.787,0.0332,0.007880599,0.119,0.0032417919999999,0.465,123.962,222160.0,2.626029906E9,,1.389243583E9,9412,,9412
4.0,0.6272220159999999,4.0,-3.556,0.0346,9.393931E-6,0.0178,0.0028032209999999,,127.949,222533.0,,,1.162962817E9,9413,158379.0,9413
6.0,0.788889024,7.0,-2.842,0.031,9.18330048E-10,0.00703,0.0084896639999999,0.919,127.937,,3.05351912E8,1841711.0,,9414,,9414
5.0,0.5574417669999999,2.0,-4.123,0.0394,0.009663597,0.0,0.033386248,0.418,128.035,227267.0,6.51743534E8,3626715.0,8.11401845E8,9415,68884.0,9415
6.0,0.7169173750000001,0.0,-4.439,,0.0050884479999999,1.45E-5,0.0684179289999999,0.838,114.914,229605.0,4847763.0,157036.0,7259295.0,9416,,9416
7.0,0.449455096,1.0,,0.0383,1.5625000000000004E-5,0.00138,0.0012597119999999,0.6,127.986,215227.0,1.057066343E9,4538294.0,1.01803188E9,9417,214414.0,9417
8.0,0.7610484970000001,,-3.06,0.0426,8.04357E-4,3.69E-5,0.004173281,0.536,119.986,219160.0,4.55055642E8,2505460.0,8.30392892E8,9418,17421.0,9418
9.0,0.413493625,10.0,-3.105,0.0571,2.646092879999E-4,0.0,8.385618069999E-4,0.872,,223413.0,6.73497801E8,4097987.0,,9419,105475.0,9419
7.0,0.653972032,10.0,-4.373,0.0731,6.0236288E-5,0.00169,0.058411072,0.336,122.003,,1.540751624E9,5685898.0,9.33065966E8,9420,129238.0,9420
5.0,0.265847707,4.0,-6.571,0.0519,0.002197,1.8E-6,0.0028632879999999,0.533,97.008,200690.0,1.01169702E8,2808718.0,5.30534722E8,9421,82120.0,9421
7.0,0.082881856,10.0,-10.489,0.08,,5.73E-4,0.003869893,0.0976,,202396.0,1.4004124E7,1082514.0,2.63032419E8,9422,35959.0,9422
5.0,0.047832147,,,0.0767,0.3285089999999999,5.17E-5,0.001520875,0.23,139.865,174783.0,2.1346495E7,307045.0,2.52321626E8,9423,4222.0,9423
7.0,0.3116657520000001,5.0,-5.421,0.0644,6.14125E-4,,0.002197,0.583,96.006,231827.0,3.096802224E9,1.4114951E7,1.068961957E9,9424,628442.0,9424
4.0,0.1961229409999999,0.0,,,0.154854153,3.45E-4,0.015625,0.551,130.033,239560.0,1.16554651E8,,5.63359986E8,9425,142304.0,9425
5.0,0.032461759,9.0,-13.481,0.0375,,9.93E-4,0.001601613,0.193,109.957,256124.0,653845.0,13249.0,2.13946441E8,9426,452.0,9426
0.0,0.160103007,7.0,-7.582,0.0919,0.1190954879999999,1.58E-5,0.0016430319999999,0.453,68.534,221307.0,2.12206142E8,3066281.0,7.03277114E8,9427,98068.0,9427
6.0,0.062099136,2.0,-10.289,,0.064481201,5.2E-6,,0.38,120.041,194207.0,1.3770377E7,202527.0,2.06182675E8,9428,3335.0,9428
6.0,0.174676879,7.0,,0.0693,,5.58E-5,,0.433,163.999,194166.0,4.3850467E7,1637971.0,1.91306722E8,9429,49431.0,9429
2.0,0.2225450159999999,5.0,,0.259,,2.36E-6,0.007301384,0.492,116.622,182667.0,1.6297947E7,370746.0,1.39674263E8,9430,,9430
1.0,0.264609288,1.0,-4.474,0.34,0.030959144,0.0,3.228288559999E-4,0.339,83.389,189893.0,9.1997296E7,533457.0,3.94495536E8,9431,9377.0,9431
6.0,0.302111711,7.0,-4.392,0.0464,0.006751269,2.37E-5,0.001815848,0.156,88.048,199920.0,7201591.0,122394.0,7.990863E7,9432,1965.0,9432
9.0,0.081746504,2.0,,0.431,,0.0219,0.004492125,0.281,150.062,204600.0,5.68526947E8,6075437.0,1.30668875E9,9433,208678.0,9433
8.0,,5.0,-6.497,0.0475,,0.497,0.001030301,0.0894,110.964,265996.0,1.7800804E7,145178.0,1.23020364E8,9434,2685.0,9434
9.0,0.283593393,8.0,,0.305,2.19256227E-4,0.0,,0.284,124.992,172933.0,2.669687E7,192683.0,1.68953668E8,9435,4714.0,9435
9.0,,5.0,-8.796,0.255,9.528128E-6,0.0,7.761515589999E-4,0.68,149.988,153600.0,,105213.0,,9436,5261.0,9436
8.0,0.2127761729999999,10.0,,0.141,2.3717665899999997E-10,4.5E-6,0.033698267,,136.008,257605.0,9.3172521E7,1217305.0,4.43050716E8,9437,50848.0,9437
5.0,0.3842405829999999,1.0,,0.248,,0.0,0.0029242069999999,0.309,143.083,90720.0,1164323.0,28510.0,,9438,495.0,9438
8.0,0.075151448,,-4.572,0.187,,0.00693,0.002146689,0.488,77.502,136267.0,,437308.0,2.69989884E8,9439,16020.0,9439
4.0,,7.0,-6.335,0.277,1.55720872E-7,0.0,0.029503629,,161.848,222222.0,4.5296519E7,1510810.0,1.7085695E7,9440,118281.0,9440
7.0,0.563559976,5.0,,0.205,,0.0125,0.0011248639999999,0.848,,224096.0,8146902.0,421084.0,9328887.0,9441,,9441
7.0,0.150568768,9.0,-5.979,0.0491,,0.0,0.017576,0.859,123.95,173226.0,3.6310571E7,358707.0,5.5429185E7,9442,4321.0,9442
4.0,0.433798093,2.0,-6.945,0.164,0.017373979,0.00216,0.017373979,0.625,,279677.0,3.85491264E8,,1.22505117E8,9443,,9443
1.0,0.2314755439999999,4.0,-6.573,0.0709,0.135005697,,7.83777448E-4,0.743,,290400.0,1.01384276E8,948320.0,6.1474197E7,9444,11377.0,9444
9.0,,10.0,-7.755,0.111,,5.23E-4,1.33432831E-4,0.772,123.987,,5.3848525E7,397303.0,6.2181109E7,9445,3306.0,9445
8.0,0.153990656,9.0,-5.422,0.0424,,2.09E-6,6.814719999999E-4,,124.029,142258.0,1.9763909E7,234308.0,3.2529869E7,9446,2095.0,9446
6.0,0.3906178909999999,0.0,-6.665,0.108,0.034012224,0.0,0.034645976,0.566,,,5.3008478E7,347007.0,,9447,3572.0,9447
5.0,0.778688,9.0,-3.469,0.188,4.361420800000001E-5,,0.030959144,,82.508,258909.0,9.3382046E7,601968.0,3.3299853E7,9448,6625.0,9448
2.0,0.0410636249999999,,-7.579,0.0691,0.037933056,0.0,1.99176704E-4,0.68,79.981,180750.0,4.1726048E7,193829.0,9.4709926E7,9449,1128.0,9449
6.0,0.1119801679999999,9.0,-5.352,0.0349,0.009393931,0.0,0.0269999999999999,0.604,102.01,,1.2116874E8,542341.0,1.67661438E8,9450,11110.0,9450
5.0,0.122763473,5.0,-5.48,0.0327,0.239483061,0.0,0.001092727,,,185038.0,3.0791103E7,174860.0,5.0855902E7,9451,12198.0,9451
8.0,0.160103007,,-6.952,0.0298,0.002097152,1.76E-6,0.003581577,,122.451,171621.0,3.9614295E7,181859.0,2.8612447E7,9452,8112.0,9452
8.0,0.038958219,8.0,-8.965,0.0365,0.021484952,0.0,0.002248091,0.864,123.95,,5.098764E7,180519.0,,9453,4317.0,9453
7.0,0.145531576,8.0,-5.379,0.0408,0.1961229409999999,1.08E-5,6.699218749999E-4,0.94,144.942,176800.0,5.11537476E8,1172001.0,2.76272104E8,9454,22932.0,9454
9.0,0.144703125,,-6.806,0.0412,0.021253933,1.77E-5,0.0028632879999999,0.967,112.479,217600.0,1.56179239E8,742281.0,1.59703637E8,9455,13040.0,9455
2.0,0.101194696,3.0,-6.143,0.0384,,,0.0241375689999999,,,152824.0,5831184.0,28413.0,8575574.0,9456,341.0,9456
7.0,,,-5.294,,0.160103007,2.84E-5,0.009938375,0.629,129.973,212280.0,1.08167555E8,349791.0,1.90016541E8,9457,,9457
2.0,0.454756609,4.0,-5.855,0.0269,6.4E-5,,0.002515456,0.876,136.162,244587.0,,246583.0,3.72604524E8,9458,829.0,9458
4.0,,,,0.0436,1.31872229E-7,0.0,4.81890304E-4,0.751,103.912,162920.0,8.233409E7,558978.0,3.25100346E8,9459,13318.0,9459
4.0,0.437245479,6.0,-4.862,0.0276,2.1952000000000003E-5,0.0,0.0061284869999999,0.774,114.045,215760.0,5.3211164E7,412820.0,1.87979234E8,9460,11067.0,9460
4.0,0.116214272,2.0,-7.805,,1.0612080000000003E-6,,0.0028032209999999,0.404,104.13,,2303868.0,,,9461,810.0,9461
0.0,0.102503232,,-9.579,0.0272,0.152273304,0.0,0.004173281,0.451,91.581,112707.0,6231744.0,,1.55920879E8,9462,2278.0,9462
0.0,0.8043570000000001,10.0,,0.0615,6.22835864E-10,0.121,6.67627624E-4,0.725,190.818,408173.0,2.6514905E7,255900.0,1.99236015E8,9463,10392.0,9463
6.0,,,-8.407,0.0274,1.061208E-9,,0.020123648,0.701,100.038,221533.0,,78593.0,,9464,1359.0,9464
1.0,,1.0,-5.011,,,0.0,0.155720872,,134.799,,1364308.0,,1.42773843E8,9465,505.0,9465
1.0,0.0762250239999999,0.0,-10.583,0.0318,6.076454229999E-4,0.0,0.012812904,0.404,113.311,349187.0,41877.0,1084.0,7.3223832E7,9466,86.0,9466
2.0,0.638277381,7.0,-4.67,0.0372,5.3593750000000015E-6,0.0177,6.294227929999E-4,0.844,130.476,140507.0,1.4685008E7,,6.9112639E7,9467,4828.0,9467
7.0,0.454756609,6.0,-5.043,0.123,2.5153757E-5,0.0101,0.0011248639999999,0.733,97.985,233902.0,1.497263567E9,7282622.0,1.595733286E9,9468,160415.0,9468
9.0,0.3938328369999999,1.0,-5.077,0.142,,0.0,0.0052680239999999,0.284,130.009,,1010850.0,14035.0,3.38639728E8,9469,432.0,9469
9.0,0.064964808,6.0,-10.403,0.338,0.176558481,,3.158212409999E-4,0.561,103.945,154781.0,224568.0,12695.0,3574337.0,9470,348.0,9470
7.0,0.461889917,10.0,-4.57,0.238,0.0035118079999999,0.0,0.250047,0.947,141.174,150213.0,,356228.0,2.6220322E7,9471,,9471
4.0,0.6033511249999999,2.0,,0.132,0.001481544,,,0.486,171.921,,2.0754658E8,,2.3899207E8,9472,69474.0,9472
1.0,,10.0,-4.12,0.348,7.840275199999999E-5,0.0,0.5554122479999999,0.409,175.158,191901.0,2.44372069E8,2661297.0,3.19609081E8,9473,,9473
